document_id,title,abstract,chemical_mesh_ids,disease_mesh_ids,relation_count,chemical_mentions_count,disease_mentions_count
2375138,Possible intramuscular midazolam-associated cardiorespiratory arrest and death.,"Midazolam hydrochloride is commonly used for dental or endoscopic procedures. Although generally consisted safe when given intramuscularly, intravenous administration is known to cause respiratory and cardiovascular depression. This report describes the first published case of cardiorespiratory arrest and death associated with intramuscular administration of midazolam. Information regarding midazolam use is reviewed to provide recommendation for safe administration.",D008874,D012140|D006323|D012140|D002318|D002318|D003643,2,4,7
2265898,Serial epilepsy caused by levodopa/carbidopa administration in two patients on hemodialysis.,"Two patients with similar clinical features are presented: both patients had chronic renal failure, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a carbidopa/levodopa preparation; and both had the onset of hallucinosis and recurrent seizures, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of vitamin B6. Neither patient was considered ...",C009265|D025101,D004827|D012640|D007676|D001523,1,3,4
2071257,Effect of L-alpha-glyceryl-phosphorylcholine on amnesia caused by scopolamine.,"The present study was carried out to test the effects of L-alpha-glycerylphosphorylcholine (L-alpha-GFC) on memory impairment induced by scopolamine in man. Thirty-two healthy young volunteers were randomly allocated to four different groups. They were given a ten day pretreatment with either L-alpha-GFC or placebo, p.o., and on the eleventh day either scopolamine or placebo, i.m. Before and 0.5, 1, 2, 3, and 6 h after injection the subjects were given attention and mnemonic tests. The findings ...",D012601|D005997,D000647|D008569,1,8,3
1592014,Seizures induced by the cocaine metabolite benzoylecgonine in rats.,"The half-life (t1/2) of cocaine is relatively short, but some of the consequences of its use, such as seizures and strokes, can occur hours after exposure. This led us to hypothesize that a metabolite of cocaine may be responsible for some of those delayed sequelae. We evaluated the potential of the major metabolite of cocaine, benzoylecgonine (BE), to cause seizures. Two separate equimolar doses (0.2 and 0.4 mumol) of either cocaine or BE were injected ventricularly in unanesthetized juvenile r...",C005618|D003042,D003643|D012640|D020521,2,20,15
1436384,"Protection against amphetamine-induced neurotoxicity toward striatal dopamine neurons in rodents by LY274614, an excitatory amino acid antagonist.","LY274614, 3SR,4aRS,6SR,8aRS-6-[phosphonomethyl]decahydr oisoquinoline-3- carboxylic acid, has been described as a potent antagonist of the N-methyl-D-aspartate (NMDA) subtype of glutamate receptor. Here its ability to antagonize the prolonged depletion of dopamine in the striatum by amphetamine in iprindole-treated rats is reported. A single 18.4 mg/kg (i.p.) dose of (+/-)-amphetamine hemisulfate, given to rats pretreated with iprindole, resulted in persistent depletion of dopamine in the striat...",D008694|D000661|D016202|D004298|D018698|D016291|D007488|C070935|D000596,D020258,1,39,2
1085609,Neonatal pyridoxine responsive convulsions due to isoniazid therapy.,"A 17-day-old infant on isoniazid therapy 13 mg/kg daily from birth because of maternal tuberculosis was admitted after 4 days of clonic fits. No underlying infective or biochemical cause could be found. The fits ceased within 4 hours of administering intramuscular pyridoxine, suggesting an aetiology of pyridoxine deficiency secondary to isoniazid medication.",D011736|D007538,D014376|D012640,1,6,4
809711,Reversal by phenylephrine of the beneficial effects of intravenous nitroglycerin in patients with acute myocardial infarction.,"Nitroglycerin has been shown to reduce ST-segment elevation during acute myocardial infarction, an effect potentiated in the dog by agents that reverse nitroglycerin-induced hypotension. Our study was designed to determine the effects of combined nitroglycerin and phenylephrine therapy. Ten patients with acute transmural myocardial infarctions received intravenous nitroglycerin, sufficient to reduce mean arterial pressure from 107 +/- 6 to 85 +/- 6 mm Hg (P less than 0.001), for 60 minutes. Left...",D005996|D010656,D007022|D009203,1,11,5
20621845,"Elevation of ADAM10, ADAM17, MMP-2 and MMP-9 expression with media degeneration features CaCl2-induced thoracic aortic aneurysm in a rat model.","PURPOSE: This study was designed to establish a rat model of thoracic aortic aneurysm (TAA) by calcium chloride (CaCl(2))-induced arterial injury and to explore the potential role of a disintegrin and metalloproteinase (ADAM), matrix metalloproteinases (MMPs) and their endogenous inhibitors (TIMPs) in TAA formation. METHODS: Thoracic aorta of male Sprague-Dawley rats was exposed to 0.5M CaCl(2) or normal saline (NaCl). After 12weeks, animals were euthanized, and CaCl(2)-treated, CaCl(2)-untreate...",D012965|D002122,D014652|D017545,1,17,6
19843802,When drugs disappear from the patient: elimination of intravenous medication by hemodiafiltration.,"Twenty-three hours after heart transplantation, life-threatening acute right heart failure was diagnosed in a patient requiring continuous venovenous hemodiafiltration (CVVHDF). Increasing doses of catecholamines, sedatives, and muscle relaxants administered through a central venous catheter were ineffective. However, a bolus of epinephrine injected through an alternative catheter provoked a hypertensive crisis. Thus, interference with the central venous infusion by the dialysis catheter was sus...",D004837|D002395,D006973|D006333,1,3,2
19473225,Long-term glutamate supplementation failed to protect against peripheral neurotoxicity of paclitaxel.,"Toxic peripheral neuropathy is still a significant limiting factor for chemotherapy with paclitaxel (PAC), although glutamate and its closely related amino acid glutamine were claimed to ameliorate PAC neurotoxicity. This pilot trial aimed to evaluate the role of glutamate supplementation for preventing PAC-induced peripheral neuropathy in a randomized, placebo-controlled, double-blinded clinical and electro-diagnostic study. Forty-three ovarian cancer patients were available for analysis follow...",D000596|D018698|D017239,D010146|D010523|D020258|D010051,1,14,8
19387625,Attentional modulation of perceived pain intensity in capsaicin-induced secondary hyperalgesia.,"Perceived pain intensity is modulated by attention. However, it is not known that how pain intensity ratings are affected by attention in capsaicin-induced secondary hyperalgesia. Here we show that perceived pain intensity in secondary hyperalgesia is decreased when attention is distracted away from the painful pinprick stimulus with a visual task. Furthermore, it was found that the magnitude of attentional modulation in secondary hyperalgesia is very similar to that of capsaicin-untreated, cont...",D002211,D010146|D006930,1,5,10
19211690,Testosterone-dependent hypertension and upregulation of intrarenal angiotensinogen in Dahl salt-sensitive rats.,"Blood pressure (BP) is more salt sensitive in men than in premenopausal women. In Dahl salt-sensitive rats (DS), high-salt (HS) diet increases BP more in males than females. In contrast to the systemic renin-angiotensin system, which is suppressed in response to HS in male DS, intrarenal angiotensinogen expression is increased, and intrarenal levels of ANG II are not suppressed. In this study, the hypothesis was tested that there is a sexual dimorphism in HS-induced upregulation of intrarenal an...",D013739|D000809|D017673,D006973|D007674,1,11,6
18703024,Prenatal protein deprivation alters dopamine-mediated behaviors and dopaminergic and glutamatergic receptor binding.,Epidemiological evidence indicates that prenatal nutritional deprivation may increase the risk of schizophrenia. The goal of these studies was to use an animal model to examine the effects of prenatal protein deprivation on behaviors and receptor binding with relevance to schizophrenia. We report that prenatally protein deprived (PD) female rats showed an increased stereotypic response to apomorphine and an increased locomotor response to amphetamine in adulthood. These differences were not obse...,D006859|D004298|D016291|D006220|D001058|D000661,D002375|D012559|D044342,1,12,5
18631865,"mToR inhibitors-induced proteinuria: mechanisms, significance, and management.","Massive urinary protein excretion has been observed after conversion from calcineurin inhibitors to mammalian target of rapamycin (mToR) inhibitors, especially sirolimus, in renal transplant recipients with chronic allograft nephropathy. Because proteinuria is a major predictive factor of poor transplantation outcome, many studies focused on this adverse event during the past years. Whether proteinuria was due to sirolimus or only a consequence of calcineurin inhibitors withdrawal remained unsol...",D020123,D005921|D051436|D011507,1,5,7
18162529,"Hypothalamic prolactin receptor messenger ribonucleic acid levels, prolactin signaling, and hyperprolactinemic inhibition of pulsatile luteinizing hormone secretion are dependent on estradiol.","Hyperprolactinemia can reduce fertility and libido. Although central prolactin actions are thought to contribute to this, the mechanisms are poorly understood. We first tested whether chronic hyperprolactinemia inhibited two neuroendocrine parameters necessary for female fertility: pulsatile LH secretion and the estrogen-induced LH surge. Chronic hyperprolactinemia induced by the dopamine antagonist sulpiride caused a 40% reduction LH pulse frequency in ovariectomized rats, but only in the prese...",D004967|D013256|D012313|D004298|D013469|D004958,D006966,1,18,5
17879945,Estrogen prevents cholesteryl ester accumulation in macrophages induced by the HIV protease inhibitor ritonavir.,"Individuals with HIV can now live long lives with drug therapy that often includes protease inhibitors such as ritonavir. Many patients, however, develop negative long-term side effects such as premature atherosclerosis. We have previously demonstrated that ritonavir treatment increases atherosclerotic lesion formation in male mice to a greater extent than in female mice. Furthermore, peripheral blood monocytes isolated from ritonavir-treated females had less cholesteryl ester accumulation. In t...",D002784|D011374|D019438|D000431|D004958|D002788,D050197,1,23,2
17437408,Upregulation of brain expression of P-glycoprotein in MRP2-deficient TR(-) rats resembles seizure-induced up-regulation of this drug efflux transporter in normal rats.,"PURPOSE: The multidrug resistance protein 2 (MRP2) is a drug efflux transporter that is expressed predominantly at the apical domain of hepatocytes but seems also to be expressed at the apical membrane of brain capillary endothelial cells that form the blood-brain barrier (BBB). MRP2 is absent in the transport-deficient (TR(-)) Wistar rat mutant, so that this rat strain was very helpful in defining substrates of MRP2 by comparing tissue concentrations or functional activities of compounds in MRP...",D010634|D010862|C402343|D010672,D001927|D012640,1,4,4
17242861,Use of chromosome substitution strains to identify seizure susceptibility loci in mice.,"Seizure susceptibility varies among inbred mouse strains. Chromosome substitution strains (CSS), in which a single chromosome from one inbred strain (donor) has been transferred onto a second strain (host) by repeated backcrossing, may be used to identify quantitative trait loci (QTLs) that contribute to seizure susceptibility. QTLs for susceptibility to pilocarpine-induced seizures, a model of temporal lobe epilepsy, have not been reported, and CSS have not previously been used to localize seiz...",D010862,D012640|D004833,1,3,11
16337777,Investigation of mitochondrial involvement in the experimental model of epilepsy induced by pilocarpine.,"Mitochondrial abnormalities have been associated with several aspects of epileptogenesis, such as energy generation, control of cell death, neurotransmitter synthesis, and free radical (FR) production. Increased production of FRs may cause mtDNA damage leading to decreased activities of oxidative phosphorylation complexes containing mtDNA-encoded subunits. In this study, we investigated whether increased generation of FR during status epilepticus would be sufficient to provoke abnormalities in m...",D010862,D004827|D004833|D028361|D003643|D013226,1,2,6
15859940,Causes of acute thrombotic microangiopathy in patients receiving kidney transplantation.,"OBJECTIVES: Thrombotic microangiopathy is a well-known problem in patients following renal transplantation. In postrenal transplantation, thrombotic microangiopathy is often a reflection of hemolytic uremic syndrome. We aimed to determine the causes of thrombotic microangiopathy in a population of renal transplantation recipients and discuss the literature. MATERIALS AND METHODS: We investigated the causes of thrombotic microangiopathy during a 1-year period, from June 2003 to June 2004, at the ...",D016559|D016572,D057049|D006463|D008180|D064420|D016736,1,6,15
15188772,Severe reversible left ventricular systolic and diastolic dysfunction due to accidental iatrogenic epinephrine overdose.,"Catecholamine-induced cardiomyopathy due to chronic excess of endogenous catecholamines has been recognized for decades as a clinical phenomenon. In contrast, reports of myocardial dysfunction due to acute iatrogenic overdose are rare. A 35-year-old woman whose cervix uteri was inadvertently injected with 8 mg of epinephrine developed myocardial stunning that was characterized by severe hemodynamic compromise, profound, albeit transient, left ventricular systolic and diastolic dysfunction, and o...",D004837|D002395,D017682|D018487|D009202|D062787,1,4,8
15130900,Urinary bladder cancer in Wegener's granulomatosis: risks and relation to cyclophosphamide.,"OBJECTIVE: To assess and characterise the risk of bladder cancer, and its relation to cyclophosphamide, in patients with Wegener's granulomatosis. METHODS: In the population based, nationwide Swedish Inpatient Register a cohort of 1065 patients with Wegener's granulomatosis, 1969-95, was identified. Through linkage with the Swedish Cancer Register, all subjects in this cohort diagnosed with bladder cancer were identified. Nested within the cohort, a matched case-control study was performed to es...",D003520,D014890|D009369|D001749,1,6,19
12707296,L-arginine transport in humans with cortisol-induced hypertension.,A deficient L-arginine-nitric oxide system is implicated in cortisol-induced hypertension. We investigate whether abnormalities in L-arginine uptake contribute to this deficiency. Eight healthy men were recruited. Hydrocortisone acetate (50 mg) was given orally every 6 hours for 24 hours after a 5-day fixed-salt diet (150 mmol/d). Crossover studies were performed 2 weeks apart. Thirty milliliters of blood was obtained for isolation of peripheral blood mononuclear cells after each treatment perio...,D006854|D009569|C021650|D001120,D006973,1,22,3
12695819,MR imaging with quantitative diffusion mapping of tacrolimus-induced neurotoxicity in organ transplant patients.,"Our objective was to investigate brain MR imaging findings and the utility of diffusion-weighted (DW) imaging in organ transplant patients who developed neurologic symptoms during tacrolimus therapy. Brain MR studies, including DW imaging, were prospectively performed in 14 organ transplant patients receiving tacrolimus who developed neurologic complications. In each patient who had abnormalities on the initial MR study, a follow-up MR study was performed 1 month later. Apparent diffusion coeffi...",D016559,D001927|D020258|D056784|D020146|D009422,1,4,7
12596116,Octreotide-induced hypoxemia and pulmonary hypertension in premature neonates.,"The authors report 2 cases of premature neonates who had enterocutaneous fistula complicating necrotizing enterocolitis. Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula. The authors discuss the mechanism of the occurrence of this complication and recommend caution of its use in high-risk premature neonates.",D015282,D005402|D020345|D000860|D006976,1,2,6
11875660,Sequential observations of exencephaly and subsequent morphological changes by mouse exo utero development system: analysis of the mechanism of transformation from exencephaly to anencephaly.,"Anencephaly has been suggested to develop from exencephaly; however, there is little direct experimental evidence to support this, and the mechanism of transformation remains unclear. We examined this theory using the exo utero development system that allows direct and sequential observations of mid- to late-gestation mouse embryos. We observed the exencephaly induced by 5-azacytidine at embryonic day 13.5 (E13.5), let the embryos develop exo utero until E18.5, and re-observed the same embryos a...",D001374,D009436|D006470|D000757|D012769,1,1,25
11166519,Acute cocaine-induced seizures: differential sensitivity of six inbred mouse strains.,"Mature male and female mice from six inbred stains were tested for susceptibility to behavioral seizures induced by a single injection of cocaine. Cocaine was injected ip over a range of doses (50-100 mg/kg) and behavior was monitored for 20 minutes. Seizure end points included latency to forelimb or hindlimb clonus, latency to clonic running seizure and latency to jumping bouncing seizure. A range of strain specific sensitivities was documented with A/J and SJL mice being most sensitive and C57...",D003042,D012640,1,5,6
8701950,Microangiopathic hemolytic anemia complicating FK506 (tacrolimus) therapy.,"We describe 3 episodes of microangiopathic hemolytic anemia (MAHA) in 2 solid organ recipients under FK506 (tacrolimus) therapy. In both cases, discontinuation of FK506 and treatment with plasma exchange, fresh frozen plasma replacement, corticosteroids, aspirin, and dipyridamole led to resolution of MAHA. In one patient, reintroduction of FK506 led to rapid recurrence of MAHA. FK506-associated MAHA is probably rare but physicians must be aware of this severe complication. In our experience and ...",D004176|D000305|D016572|D016559|D001241,D000743,1,13,7
7292072,Variant ventricular tachycardia in desipramine toxicity.,"We report a case of variant ventricular tachycardia induced by desipramine toxicity. Unusual features of the arrhythmia are repetitive group beating, progressive shortening of the R-R interval, progressive widening of the QRS complex with eventual failure of intraventricular conduction, and changes in direction of the QRS axis. Recognition of variant ventricular tachycardia is important because therapy differs from that of classic ventricular tachycardia.",D003891,D001145|D064420|D017180,1,2,7
4027862,"Desipramine-induced delirium at ""subtherapeutic"" concentrations: a case report.","An elderly patient treated with low dose Desipramine developed a delirium while her plasma level was in the ""subtherapeutic"" range. Delirium, which may be induced by tricyclic drug therapy in the elderly, can be caused by tricyclics with low anticholinergic potency. Therapeutic ranges for antidepressants that have been derived from general adult population studies may not be appropriate for the elderly. Further studies of specifically elderly patients are now required to establish safer and more...",D003891|D000928,D003693,1,3,3
2484011,Mouse strain-dependent effect of amantadine on motility and brain biogenic amines.,"The effect of amantadine hydrochloride, injected i.p. in 6 increments of 100 mg/kg each over 30 hr, on mouse motility and whole brain content of selected biogenic amines and major metabolites was studied in 4 strains of mice. These were the albino Sprague-Dawley ICR and BALB/C, the black C57BL/6 and the brown CDF-I mouse strains. Amantadine treatment produced a biphasic effect on mouse motility. The initial dose of amantadine depressed locomotor activity in all mouse strains studied with the BAL...",D000547|D015102|D004298|D009647|D000588|D002395|D009638,D003866|D011596,1,20,3
2396046,No enhancement by phenobarbital of the hepatocarcinogenicity of a choline-devoid diet in the rat.,"An experiment was performed to test whether inclusion of phenobarbital in a choline-devoid diet would increase the hepatocarcinogenicity of the diet. Groups of 5-week old male Fischer-344 rats were fed for 7-25 months semipurified choline-devoid or choline-supplemented diets, containing or not 0.06% phenobarbital. No hepatic preneoplastic nodules or hepatocellular carcinomas developed in rats fed the plain choline-supplemented diet, while one preneoplastic nodule and one hepatocellular carcinoma...",D010634|D002794,D006528,1,14,3
2008831,Effect of direct intracoronary administration of methylergonovine in patients with and without variant angina.,"The effects of intracoronary administration of methylergonovine were studied in 21 patients with variant angina and 22 patients with atypical chest pain and in others without angina pectoris (control group). Methylergonovine was administered continuously at a rate of 10 micrograms/min up to 50 micrograms. In all patients with variant angina, coronary spasm was provoked at a mean dose of 28 +/- 13 micrograms (mean +/- SD). In the control group neither ischemic ST change nor localized spasm occurr...",D008755,D002637|D000787|D013035|D003329|D000788,1,4,9
1732369,Dobutamine stress echocardiography: a sensitive indicator of diminished myocardial function in asymptomatic doxorubicin-treated long-term survivors of childhood cancer.,"Doxorubicin is an effective anticancer chemotherapeutic agent known to cause acute and chronic cardiomyopathy. To develop a more sensitive echocardiographic screening test for cardiac damage due to doxorubicin, a cohort study was performed using dobutamine infusion to differentiate asymptomatic long-term survivors of childhood cancer treated with doxorubicin from healthy control subjects. Echocardiographic data from the experimental group of 21 patients (mean age 16 +/- 5 years) treated from 1.6...",D004317|D004280,D006331|D009202|D009369,1,14,4
234669,Effects of aminophylline on the threshold for initiating ventricular fibrillation during respiratory failure.,Cardiac arrhythmias have frequently been reported in association with respiratory failure. The possible additive role of pharmacologic agents in precipitating cardiac disturbances in patients with respiratory failure has only recently been emphasized. The effects of aminophylline on the ventricular fibrillation threshold during normal acid-base conditions and during respiratory failure were studied in anesthetized open chest dogs. The ventricular fibrillation threshold was measured by passing a ...,D002245|D000628|D010100|C093415,D007040|D012131|D006331|D001145|D014693,1,9,15
16740173,Case report: acute unintentional carbachol intoxication.,"INTRODUCTION: Intoxications with carbachol, a muscarinic cholinergic receptor agonist are rare. We report an interesting case investigating a (near) fatal poisoning. METHODS: The son of an 84-year-old male discovered a newspaper report stating clinical success with plant extracts in Alzheimer's disease. The mode of action was said to be comparable to that of the synthetic compound 'carbamylcholin'; that is, carbachol. He bought 25 g of carbachol as pure substance in a pharmacy, and the father wa...",D004837|D001285|D004298|D005665|D002217,D000544|D006945|D012131|D015877|D007022|D006327|D001919|D006323|D004417|D001986|D011512|D002318|D011041|D012798|D009325|D006333,8,16,17
12464714,Crossover comparison of efficacy and preference for rizatriptan 10 mg versus ergotamine/caffeine in migraine.,"Rizatriptan is a selective 5-HT(1B/1D) receptor agonist with rapid oral absorption and early onset of action in the acute treatment of migraine. This randomized double- blind crossover outpatient study assessed the preference for 1 rizatriptan 10 mg tablet to 2 ergotamine 1 mg/caffeine 100 mg tablets in 439 patients treating a single migraine attack with each therapy. Of patients expressing a preference (89.1%), more than twice as many preferred rizatriptan to ergotamine/caffeine (69.9 vs. 30.1%...",D012701|D004878|D002110|C093622,D008881|D014839|D020795|D010146|D012001|D004244|D006970|D009325|D006261,2,40,15
6203452,Thrombotic microangiopathy and renal failure associated with antineoplastic chemotherapy.,"Five patients with carcinoma developed thrombotic microangiopathy (characterized by renal insufficiency, microangiopathic hemolytic anemia, and usually thrombocytopenia) after treatment with cisplatin, bleomycin, and a vinca alkaloid. One patient had thrombotic thrombocytopenic purpura, three the hemolytic-uremic syndrome, and one an apparent forme fruste of one of these disorders. Histologic examination of the renal tissue showed evidence of intravascular coagulation, primarily affecting the sm...",D014748|D002945|D001761,D057049|D006463|D007674|D011697|D000743|D002277|D013921|D051437|D004211|D009369|D001855|D000740,9,4,18
20528871,"Salvage therapy with nelarabine, etoposide, and cyclophosphamide in relapsed/refractory paediatric T-cell lymphoblastic leukaemia and lymphoma.","A combination of 5 d of nelarabine (AraG) with 5 d of etoposide (VP) and cyclophosphamide (CPM) and prophylactic intrathecal chemotherapy was used as salvage therapy in seven children with refractory or relapsed T-cell leukaemia or lymphoma. The most common side effects attributable to the AraG included Grade 2 and 3 sensory and motor neuropathy and musculoskeletal pain. Haematological toxicity was greater for the combination than AraG alone, although median time to neutrophil and platelet recov...",D003520|D005047|C104457,D015458|D016399|D006402|D016399|D059352|D015458|D009422,3,17,10
11672959,The 3-week sulphasalazine syndrome strikes again.,"A 34-year-old lady developed a constellation of dermatitis, fever, lymphadenopathy and hepatitis, beginning on the 17th day of a course of oral sulphasalazine for sero-negative rheumatoid arthritis. Cervical and inguinal lymph node biopsies showed the features of severe necrotising lymphadenitis, associated with erythrophagocytosis and prominent eosinophilic infiltrates, without viral inclusion bodies, suggestive of an adverse drug reaction.A week later, fulminant drug-induced hepatitis, associa...",D012460,D047508|D056486|D018805|D008206|D008199|D009393|D009205|D009102|D003872|D001327|D001855|D009369|D064420|D005334|D001172,7,4,16
11928786,Bupropion (Zyban) toxicity.,"Bupropion is a monocyclic antidepressant structurally related to amphetamine. Zyban, a sustained-release formulation of bupropion hydrochloride, was recently released in Ireland, as a smoking cessation aid. In the initial 6 months since it's introduction, 12 overdose cases have been reported to The National Poisons Information Centre. 8 patients developed symptoms of toxicity. Common features included tachycardia, drowsiness, hallucinations and convulsions. Two patients developed severe cardiac ...",D016642|D000928|D000241|D003975|D000661,D001145|D020258|D002318|D006212|D006323|D013610|D012640|D002318|D064420|D020258|D062787,5,11,14
7977601,Survey of complications of indocyanine green angiography in Japan.,"PURPOSE: We evaluated the safety of indocyanine green for use in fundus angiography. METHODS: We sent a questionnaire concerning complications of indocyanine green to 32 institutions in Japan, which were selected on the basis of the client list from the Topcon Company, which manufactures the indocyanine green fundus camera. RESULTS: Ophthalmologists at 15 institutions responded, reporting a total of 3,774 indocyanine green angiograms performed on 2,820 patients between June 1984 and September 19...",D007208|D019793,D011537|D010146|D007022|D012769|D005076|D014581|D009325,7,11,8
19300402,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-ind...",D013311|D001920|C065679|D009569|C078665|D014750,D010146|D010523|D009437|D006930|D003929|D010523|D003929,4,29,15
15325671,Cardiac toxicity observed in association with high-dose cyclophosphamide-based chemotherapy for metastatic breast cancer.,"INTRODUCTION: Cyclophosphamide is an alkylating agent given frequently as a component of many conditioning regimens. In high doses, its nonhematological dose-limiting toxicity is cardiomyopathy. STUDY DESIGN: We combined paclitaxel, melphalan and high-dose cyclophosphamide, thiotepa, and carboplatin in a triple sequential high-dose regimen for patients with metastatic breast cancer. Analysis was performed on 61 women with chemotherapy-responsive metastatic breast cancer receiving 96-h infusional...",D013852|D017239|D008558|D003520|D018943|D016190,D001943|D009202|D006973|D003920|D066126|D064420|D006333,1,12,15
9746003,Inappropriate use of carbamazepine and vigabatrin in typical absence seizures.,"Carbamazepine and vigabatrin are contraindicated in typical absence seizures. Of 18 consecutive referrals of children with resistant typical absences only, eight were erroneously treated with carbamazepine either as monotherapy or as an add-on. Vigabatrin was also used in the treatment of two children. Frequency of absences increased in four children treated with carbamazepine and two of these developed myoclonic jerks, which resolved on withdrawal of carbamazepine. Absences were aggravated in b...",D002220|C047781|D005013|D014635|D020888,D004832|D009207,3,12,3
1992636,Hemolytic anemia associated with the use of omeprazole.,"Omeprazole is the first drug designed to block the final step in the acid secretory process within the parietal cell. It has been shown to be extremely effective in the treatment of peptic ulcer disease, reflux esophagitis, and the Zollinger-Ellison syndrome. Although clinical experience with omeprazole is still limited, many controlled studies have established the short-term safety of this drug. We report the first case of a serious short-term adverse reaction with the use of omeprazole: hemoly...",D001663|D009853,D004417|D005764|D000743|D015043|D010437|D053609,3,8,8
8387218,The use and toxicity of didanosine (ddI) in HIV antibody-positive individuals intolerant to zidovudine (AZT),"One hundred and fifty-one patients intolerant to zidovudine (AZT) received didanosine (ddI) to a maximum dose of 12.5 mg/kg/day. Patient response was assessed using changes in CD4+ lymphocyte subset count, HIV p24 antigen, weight, and quality of life. Seventy patients developed major opportunistic infections whilst on therapy; this was the first AIDS diagnosis in 17. Only minor changes in CD4+ lymphocyte subset count were observed in AIDS patients, although a more significant rise occurred in th...",D016049|D015215,D009894|D010523|D015746|D003920|D003967|D010195|D015658|D064420|D018149|D000163,4,10,11
20698227,Can angiogenesis be a target of treatment for ribavirin associated hemolytic anemia?,"BACKGROUND/AIMS: Recently ribavirin has been found to inhibit angiogenesis and a number of angiogenesis inhibitors such as sunitinib and sorafenib have been found to cause acute hemolysis. We aimed to investigate whether there is a relation between hemoglobin, haptoglobin and angiogenesis soluble markers which are modifiable and can help in developing strategies against anemia. METHODS: Fourteen patients chronically infected with hepatitis C virus were treated by pegylated interferon alpha 2a an...",C471405|D012254|C417083|C473478|C100416,D019698|D006461|D000743|D000740,2,10,6
20477932,"Cocaine causes memory and learning impairments in rats: involvement of nuclear factor kappa B and oxidative stress, and prevention by topiramate.","Different mechanisms have been suggested for cocaine toxicity including an increase in oxidative stress but the association between oxidative status in the brain and cocaine induced-behaviour is poorly understood. Nuclear factor kappa B (NFkappaB) is a sensor of oxidative stress and participates in memory formation that could be involved in drug toxicity and addiction mechanisms. Therefore NFkappaB activity, oxidative stress, neuronal nitric oxide synthase (nNOS) activity, spatial learning and m...",D005978|D009569|D003042|C052342,D008569|D007859|D007859|D008569|D019970|D064420,2,14,6
9495837,Antinociceptive and antiamnesic properties of the presynaptic cholinergic amplifier PG-9.,"The antinociceptive effect of 3 alpha-tropyl 2-(p-bromophenyl)propionate [(+/-)-PG-9] (10-40 mg kg-1 s.c.; 30-60 mg kg-1 p.o.; 10-30 mg kg-1 i.v.; 10-30 micrograms/mouse i.c.v.) was examined in mice, rats and guinea pigs by use of the hot-plate, abdominal-constriction, tail-flick and paw-pressure tests. (+/-)-PG-9 antinociception peaked 15 min after injection and then slowly diminished. The antinociception produced by (+/-)-PG-9 was prevented by the unselective muscarinic antagonist atropine, th...",D000109|D012110|D001285|C066430|C072790|D006426|D005680|D012601|D004025|D019257|C058895|C087567|D012701|D010890|C069357|D009270,D000647,2,28,2
1468485,Hyperbaric oxygen therapy for control of intractable cyclophosphamide-induced hemorrhagic cystitis.,"We report a case of intractable hemorrhagic cystitis due to cyclophosphamide therapy for Wegener's granulomatosis. Conservative treatment, including bladder irrigation with physiological saline and instillation of prostaglandin F2 alpha, failed to totally control hemorrhage. We then used hyperbaric oxygen at an absolute pressure of 2 atm, 5 days a week for 8 consecutive weeks. The bleeding ceased completely by the end of treatment and the patient remained free of hematuria thereafter. No side ef...",D003520|D015237|D010100,D006470|D006470|D003556|D014890|D006417|D003556,3,6,13
1009330,Further studies on effects of irrigation solutions on rat bladders.,Further studies on the effects of certain irrigating fluids on the rat bladder for 18 hours are reported. The results have shown that the degradation product p-choloroaniline is not a significant factor in chlorhexidine-digluconate associated erosive cystitis. A high percentage of kanamycin-colistin and povidone-iodine irrigations were associated with erosive cystitis and suggested a possible complication with human usage. Picloxydine irrigations appeared to have a lower incidence of erosive cys...,D003091|C004658|C010882|D011206|D007612|C005253,D003556,4,6,3
347884,Clinical experiences in an open and a double-blind trial.,"A total of sixty patients were trated with bromperidol first in open conditions (20 patients), then on a double blind basis (40 patients) with haloperidol as the reference substance. The open study lasted for four weeks; the drug was administrated in the form of 1 mg tablets. The daily dose (initial dose: 1 mg; mean dose at the end of the trial: 4.47 mg) was always administered in one single dose. Nineteen patients finished the trial, and in 18 cases the therapeutic result was considered very go...",D006220|C006820,D019967|D001480,2,4,2
